"Last update date","Town number","Town","Total cases ","Confirmed cases","Probable cases","Case rate","Total deaths","Confirmed deaths","Probable deaths","People tested","Rate tested per 100k","Number of tests","Number of positives","Number of negatives","Number of indeterminates"
"02/10/2022","33","Cromwell","2,461","2,219","242","17,783","62","40","22","12,107","87,485","60,435","2,988","57,375","72"
"02/10/2022","34","Danbury","19,685","17,610","2,075","23,242","213","177","36","77,509","91,517","297,114","24,123","272,567","424"
"02/10/2022","35","Darien","3,036","2,646","390","13,973","13","12","1","21,287","97,970","78,522","3,687","74,776","59"
"02/10/2022","36","Deep River","632","591","41","14,225","1","1","0","3,668","82,557","13,957","762","13,176","19"
"02/10/2022","37","Derby","2,787","2,384","403","22,587","28","22","6","10,450","84,691","44,365","3,404","40,871","90"
"02/10/2022","38","Durham","1,200","1,083","117","16,748","8","7","1","5,942","82,931","26,547","1,452","25,070","25"
"02/10/2022","39","Eastford","237","226","11","13,240","3","2","1","1,174","65,587","4,091","279","3,811","1"
"02/10/2022","40","East Granby","707","636","71","13,755","4","2","2","4,153","80,798","16,111","864","15,241","6"
"02/10/2022","41","East Haddam","1,106","966","140","12,293","24","11","13","6,491","72,146","27,477","1,297","26,159","21"
"02/10/2022","42","East Hampton","1,922","1,661","261","15,016","23","17","6","10,188","79,594","41,304","2,301","38,968","35"
"02/10/2022","43","East Hartford","12,315","11,309","1,006","24,693","180","142","38","42,802","85,824","207,661","15,464","191,900","297"
"02/10/2022","44","East Haven","6,858","5,900","958","24,005","103","83","20","24,839","86,944","111,424","8,320","103,001","103"
"02/10/2022","45","East Lyme","2,997","2,759","238","16,233","58","46","12","17,028","92,233","81,990","3,548","78,403","39"
"02/10/2022","46","Easton","1,123","964","159","14,932","4","3","1","6,774","90,068","23,131","1,364","21,745","22"
"02/10/2022","47","East Windsor","1,887","1,721","166","16,172","58","45","13","8,865","75,977","42,739","2,324","40,358","57"
"02/10/2022","48","Ellington","2,059","1,870","189","12,504","27","16","11","11,670","70,869","38,582","2,381","36,162","39"
"02/10/2022","49","Enfield","7,826","7,116","710","17,925","77","69","8","33,044","75,687","159,002","9,512","149,254","236"
